poi_id,code commune INSEE,IRIS,category,kpi,value,value_comp,city,mean_income,population
Les Rives de l'Orne,14118,141181703,home,Visites,0.5340419931907523,1258,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181703,work,Visites,0.5529821094023428,1343,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181704,home,Visites,2.5623827272650086,6036,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181704,work,Visites,1.7301793177279559,4202,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181801,home,Visites,0.7301687029317122,1720,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181801,work,Visites,0.554629114940399,1347,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181802,home,Visites,1.4450548051043886,3404,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181802,work,Visites,0.7736808515018632,1879,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181901,home,Visites,0.4618741562730831,1088,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181901,work,Visites,0.5570996232474832,1353,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181902,home,Visites,1.6097672799517748,3792,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181902,work,Visites,1.8158236057068742,4410,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181903,home,Visites,0.9284179961114272,2187,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141181903,work,Visites,0.622979844769728,1513,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141182001,home,Visites,0.8248359243001843,1943,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141182001,work,Visites,0.9853210631420748,2393,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141182002,home,Visites,0.09806335487047996,231,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141182005,work,Visites,0.08770304490148847,213,CAEN,18547.0,108793.0
Les Rives de l'Orne,14118,141182007,home,Visites,0.16216537472088027,382,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180101,home,Visites,0.4252830127497602,3410,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180101,work,Visites,0.4710122566868682,3816,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180102,home,Visites,1.2434227674824367,9970,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180102,work,Visites,2.4863917449424195,20144,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180201,home,Visites,0.6638655357381155,5323,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180201,work,Visites,1.327869459496155,10758,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180202,home,Visites,0.3987184140061535,3197,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180202,work,Visites,0.505819766221904,4098,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180301,home,Visites,0.27075936090314645,2171,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180301,work,Visites,0.189342977399805,1534,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180302,home,Visites,0.26838974880864636,2152,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180302,work,Visites,0.27771949097103077,2250,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180303,home,Visites,0.16450096592871957,1319,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180303,work,Visites,0.16268190626658602,1318,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180401,home,Visites,0.3016890345576745,2419,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180401,work,Visites,0.043077378821728775,349,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180402,home,Visites,0.48028295662736853,3851,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180402,work,Visites,0.5450707876124764,4416,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180501,home,Visites,0.5087183017613701,4079,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180501,work,Visites,0.3375834701358974,2735,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180502,home,Visites,0.012970508306737556,104,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180601,home,Visites,0.1746029964368517,1400,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180601,work,Visites,0.16231161361195798,1315,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180701,home,Visites,0.014716538271106073,118,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180702,home,Visites,0.5437636174747668,4360,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180702,work,Visites,0.17749361245170767,1438,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180801,home,Visites,1.1730827032035909,9406,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180801,work,Visites,1.4577187503857214,11810,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180802,home,Visites,0.06834460146242481,548,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180802,work,Visites,0.046286581828505126,375,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180803,home,Visites,0.2587865840046195,2075,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180803,work,Visites,0.07590999419874842,615,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180804,home,Visites,0.04926298828039745,395,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180804,work,Visites,0.15453546786476913,1252,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180901,work,Visites,0.017280323882641915,140,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180902,home,Visites,0.3282536333012812,2632,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180902,work,Visites,0.19477393633434958,1578,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180903,home,Visites,1.0821644286304015,8677,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180903,work,Visites,1.3884740239702777,11249,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180904,home,Visites,0.22922879103638102,1838,CAEN,18547.0,108793.0
Val Saint Clair,14118,141180904,work,Visites,0.0757865633138724,614,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181001,home,Visites,0.4145574001114965,3324,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181001,work,Visites,1.3233025167557426,10721,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181101,home,Visites,0.5078452867791858,4072,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181101,work,Visites,0.7210832294456719,5842,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181102,home,Visites,0.4555891042741566,3653,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181102,work,Visites,0.40472987150844886,3279,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181201,home,Visites,0.9492167184863417,7611,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181201,work,Visites,1.6378044114198256,13269,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181202,home,Visites,0.3344894546025973,2682,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181202,work,Visites,0.5755582161768518,4663,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181301,home,Visites,0.6815752682338533,5465,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181301,work,Visites,1.10075663132429,8918,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181401,home,Visites,1.5169258897581623,12163,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181401,work,Visites,1.002875939617611,8125,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181402,home,Visites,1.7725945631121238,14213,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181402,work,Visites,3.5222237308219264,28536,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181403,home,Visites,1.1490124329805105,9213,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181403,work,Visites,1.120629003789328,9079,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181404,home,Visites,1.6941479311415668,13584,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181404,work,Visites,3.946702543910537,31975,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181501,home,Visites,0.6233326972795606,4998,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181501,work,Visites,0.7017045805201377,5685,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181502,home,Visites,0.9348743294933146,7496,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181502,work,Visites,1.6995198538578322,13769,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181503,home,Visites,2.211346949872727,17731,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181503,work,Visites,3.5148178777293655,28476,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181601,home,Visites,1.9832406066705828,15902,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181601,work,Visites,3.115395534270585,25240,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181701,home,Visites,0.44947799939886685,3604,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181701,work,Visites,0.396830294876384,3215,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181702,home,Visites,0.5068475553709753,4064,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181702,work,Visites,0.4260834145919992,3452,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181703,home,Visites,0.190566698968221,1528,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181703,work,Visites,0.20292037473616648,1644,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181704,home,Visites,0.5799313810224003,4650,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181704,work,Visites,0.46953108606835603,3804,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181801,home,Visites,0.3458386493709927,2773,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181801,work,Visites,0.22847056790550133,1851,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181802,home,Visites,0.7793529462384903,6249,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181802,work,Visites,0.39473196983349174,3198,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181901,home,Visites,0.2158841334515645,1731,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181901,work,Visites,0.22513793401384893,1824,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181902,home,Visites,0.6565072666025624,5264,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181902,work,Visites,0.7787254526827703,6309,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181903,home,Visites,0.5463826624213195,4381,CAEN,18547.0,108793.0
Val Saint Clair,14118,141181903,work,Visites,0.3685646222397768,2986,CAEN,18547.0,108793.0
Val Saint Clair,14118,141182001,home,Visites,0.7657588558016211,6140,CAEN,18547.0,108793.0
Val Saint Clair,14118,141182001,work,Visites,1.0982880136267696,8898,CAEN,18547.0,108793.0
Val Saint Clair,14118,141182002,home,Visites,0.22436485042135446,1799,CAEN,18547.0,108793.0
Val Saint Clair,14118,141182002,work,Visites,0.1325647703568387,1074,CAEN,18547.0,108793.0
Val Saint Clair,14118,141182005,home,Visites,0.1881970868737209,1509,CAEN,18547.0,108793.0
Val Saint Clair,14118,141182005,work,Visites,0.24118394904773072,1954,CAEN,18547.0,108793.0
Val Saint Clair,14118,141182006,home,Visites,0.19892269951198463,1595,CAEN,18547.0,108793.0
Val Saint Clair,14118,141182006,work,Visites,0.15811496352617352,1281,CAEN,18547.0,108793.0
Val Saint Clair,14118,141182007,home,Visites,0.06647385507202998,533,CAEN,18547.0,108793.0
Côte de Nacre,14119,141190000,home,Visites,0.1086439495314614,1174,CAGNY,17762.0,1384.0
Côte de Nacre,14119,141190000,work,Visites,0.12875536480686695,1407,CAGNY,17762.0,1384.0
Mondeville 2,14119,141190000,home,Visites,0.603077337600836,5909,CAGNY,17762.0,1384.0
Mondeville 2,14119,141190000,work,Visites,0.6945324044754064,6909,CAGNY,17762.0,1384.0
Val Saint Clair,14119,141190000,home,Visites,0.14716538271106072,1180,CAGNY,17762.0,1384.0
Val Saint Clair,14119,141190000,work,Visites,0.13972376167964748,1132,CAGNY,17762.0,1384.0
Côte de Nacre,14120,141200000,home,Visites,0.11771303560819327,1272,CAHAGNES,18103.0,1379.0
Côte de Nacre,14120,141200000,work,Visites,0.10340693833103032,1130,CAHAGNES,18103.0,1379.0
Mondeville 2,14120,141200000,home,Visites,0.19891652242071917,1949,CAHAGNES,18103.0,1379.0
Mondeville 2,14120,141200000,work,Visites,0.14616444002131146,1454,CAHAGNES,18103.0,1379.0
Val Saint Clair,14120,141200000,home,Visites,0.10027200652516341,804,CAHAGNES,18103.0,1379.0
Val Saint Clair,14120,141200000,work,Visites,0.08924052976535789,723,CAHAGNES,18103.0,1379.0
Côte de Nacre,14123,141230000,home,Visites,0.5405360385121516,5841,CAIRON,27291.0,1688.0
Côte de Nacre,14123,141230000,work,Visites,0.2211810353505312,2417,CAIRON,27291.0,1688.0
Mondeville 2,14123,141230000,home,Visites,0.21555243476272903,2112,CAIRON,27291.0,1688.0
Mondeville 2,14123,141230000,work,Visites,0.08655267046654,861,CAIRON,27291.0,1688.0
Les Rives de l'Orne,14123,141230000,home,Visites,0.4928638744789058,1161,CAIRON,27291.0,1688.0
Les Rives de l'Orne,14123,141230000,work,Visites,0.043233895373973194,105,CAIRON,27291.0,1688.0
Val Saint Clair,14123,141230000,home,Visites,0.31465954286441206,2523,CAIRON,27291.0,1688.0
Val Saint Clair,14123,141230000,work,Visites,0.09689324462767074,785,CAIRON,27291.0,1688.0
Côte de Nacre,14125,141250000,home,Visites,0.24292194848388943,2625,CAMBES EN PLAINE,25282.0,1368.0
Côte de Nacre,14125,141250000,work,Visites,0.15456134410717717,1689,CAMBES EN PLAINE,25282.0,1368.0
Les Rives de l'Orne,14125,141250000,home,Visites,0.04330070215060154,102,CAMBES EN PLAINE,25282.0,1368.0
Val Saint Clair,14125,141250000,home,Visites,0.12359397819208574,991,CAMBES EN PLAINE,25282.0,1368.0
Côte de Nacre,14130,141300000,home,Visites,0.04034817887199078,436,CAMPIGNY,21116.0,188.0
Val Saint Clair,14130,141300000,home,Visites,0.028934210838106853,232,CAMPIGNY,21116.0,188.0
Côte de Nacre,14135,141350000,home,Visites,0.05728330899486764,619,CARCAGNY,22915.0,303.0
Val Saint Clair,14135,141350000,home,Visites,0.016213135383421944,130,CARCAGNY,22915.0,303.0
Côte de Nacre,14137,141370000,home,Visites,0.5957834302244877,6438,CARPIQUET,19230.0,2401.0
Côte de Nacre,14137,141370000,work,Visites,0.38452739368760125,4202,CARPIQUET,19230.0,2401.0
Mondeville 2,14137,141370000,home,Visites,0.5980763578170417,5860,CARPIQUET,19230.0,2401.0
Mondeville 2,14137,141370000,work,Visites,0.5080571388361129,5054,CARPIQUET,19230.0,2401.0
Les Rives de l'Orne,14137,141370000,home,Visites,0.6461143987570152,1522,CARPIQUET,19230.0,2401.0
Les Rives de l'Orne,14137,141370000,work,Visites,0.3504004282214399,851,CARPIQUET,19230.0,2401.0
Val Saint Clair,14137,141370000,home,Visites,0.40994289234852255,3287,CARPIQUET,19230.0,2401.0
Val Saint Clair,14137,141370000,work,Visites,0.36609600454225655,2966,CARPIQUET,19230.0,2401.0
Côte de Nacre,14141,141410000,home,Visites,0.13566612437233597,1466,CASTILLON EN AUGE,16908.5,159.0
Côte de Nacre,14141,141410000,work,Visites,0.05271008537935705,576,CASTILLON EN AUGE,16908.5,159.0
Mondeville 2,14141,141410000,home,Visites,0.2552540905973415,2501,CASTILLON EN AUGE,16908.5,159.0
Mondeville 2,14141,141410000,work,Visites,0.1693858881952612,1685,CASTILLON EN AUGE,16908.5,159.0
Val Saint Clair,14141,141410000,home,Visites,0.17871863849572037,1433,CASTILLON EN AUGE,16908.5,159.0
Val Saint Clair,14141,141410000,work,Visites,0.0830689855215572,673,CASTILLON EN AUGE,16908.5,159.0
Côte de Nacre,14143,141430000,home,Visites,0.14131116774662825,1527,CAUMONT L EVENTE,14603.0,1373.0
Côte de Nacre,14143,141430000,work,Visites,0.09791630443734729,1070,CAUMONT L EVENTE,14603.0,1373.0
Mondeville 2,14143,141430000,home,Visites,0.14666138672066364,1437,CAUMONT L EVENTE,14603.0,1373.0
Mondeville 2,14143,141430000,work,Visites,0.1197261678578968,1191,CAUMONT L EVENTE,14603.0,1373.0
Val Saint Clair,14143,141430000,home,Visites,0.09054412529511024,726,CAUMONT L EVENTE,14603.0,1373.0
Val Saint Clair,14143,141430000,work,Visites,0.08726563560734167,707,CAUMONT L EVENTE,14603.0,1373.0
Côte de Nacre,14145,141450000,home,Visites,0.07569910623231296,818,CAUVICOURT,21406.0,436.0
Mondeville 2,14145,141450000,home,Visites,0.25760148927136745,2524,CAUVICOURT,21406.0,436.0
Mondeville 2,14145,141450000,work,Visites,0.059712295304442234,594,CAUVICOURT,21406.0,436.0
Val Saint Clair,14145,141450000,home,Visites,0.07532872131989889,604,CAUVICOURT,21406.0,436.0
Côte de Nacre,14149,141490000,home,Visites,0.012955837252474102,140,CESNY AUX VIGNES,19073.0,401.0
Côte de Nacre,14149,141490000,work,Visites,0.010889757222471335,119,CESNY AUX VIGNES,19073.0,401.0
Mondeville 2,14149,141490000,home,Visites,0.09920310918057415,972,CESNY AUX VIGNES,19073.0,401.0
Val Saint Clair,14149,141490000,work,Visites,0.016169445918757793,131,CESNY AUX VIGNES,19073.0,401.0
Côte de Nacre,14157,141570000,home,Visites,0.30936688525014944,3343,CHEUX,20381.0,1272.0
Côte de Nacre,14157,141570000,work,Visites,0.18137393962132928,1982,CHEUX,20381.0,1272.0
Mondeville 2,14157,141570000,home,Visites,0.281789901695026,2761,CHEUX,20381.0,1272.0
Mondeville 2,14157,141570000,work,Visites,0.200749922092544,1997,CHEUX,20381.0,1272.0
Les Rives de l'Orne,14157,141570000,home,Visites,0.12735500632529864,300,CHEUX,20381.0,1272.0
Les Rives de l'Orne,14157,141570000,work,Visites,0.044880900912029315,109,CHEUX,20381.0,1272.0
Val Saint Clair,14157,141570000,home,Visites,0.20777756575985354,1666,CHEUX,20381.0,1272.0
Val Saint Clair,14157,141570000,work,Visites,0.16317562980609007,1322,CHEUX,20381.0,1272.0
Côte de Nacre,14160,141600000,home,Visites,0.009439252855373989,102,CINTHEAUX,22958.0,190.0
Mondeville 2,14160,141600000,home,Visites,0.10798033900519285,1058,CINTHEAUX,22958.0,190.0
Mondeville 2,14160,141600000,work,Visites,0.015682016948641395,156,CINTHEAUX,22958.0,190.0
Côte de Nacre,14162,141620000,home,Visites,0.13529595759369384,1462,CLECY,18131.0,1257.0
Côte de Nacre,14162,141620000,work,Visites,0.13305636135691865,1454,CLECY,18131.0,1257.0
Mondeville 2,14162,141620000,home,Visites,0.2124906104053039,2082,CLECY,18131.0,1257.0
Mondeville 2,14162,141620000,work,Visites,0.1833589673994994,1824,CLECY,18131.0,1257.0
Val Saint Clair,14162,141620000,home,Visites,0.09927427511695283,796,CLECY,18131.0,1257.0
Val Saint Clair,14162,141620000,work,Visites,0.06159201155313082,499,CLECY,18131.0,1257.0
Côte de Nacre,14163,141630000,work,Visites,0.023792746872626443,260,CLEVILLE,20262.0,354.0
Mondeville 2,14163,141630000,home,Visites,0.17258483294686305,1691,CLEVILLE,20262.0,354.0
Mondeville 2,14163,141630000,work,Visites,0.1505875730068257,1498,CLEVILLE,20262.0,354.0
Val Saint Clair,14163,141630000,work,Visites,0.015552291494377724,126,CLEVILLE,20262.0,354.0
Côte de Nacre,14166,141660000,home,Visites,0.8006707422028995,8652,COLLEVILLE MONTGOMERY,22793.0,2267.0
Côte de Nacre,14166,141660000,work,Visites,0.3536883333180816,3865,COLLEVILLE MONTGOMERY,22793.0,2267.0
Mondeville 2,14166,141660000,home,Visites,0.4419233155883602,4330,COLLEVILLE MONTGOMERY,22793.0,2267.0
Mondeville 2,14166,141660000,work,Visites,0.2509122711782623,2496,COLLEVILLE MONTGOMERY,22793.0,2267.0
Les Rives de l'Orne,14166,141660000,home,Visites,0.7416306535009891,1747,COLLEVILLE MONTGOMERY,22793.0,2267.0
Les Rives de l'Orne,14166,141660000,work,Visites,0.28122619562308276,683,COLLEVILLE MONTGOMERY,22793.0,2267.0
Val Saint Clair,14166,141660000,home,Visites,0.9483437035041574,7604,COLLEVILLE MONTGOMERY,22793.0,2267.0
Val Saint Clair,14166,141660000,work,Visites,0.5614870953009862,4549,COLLEVILLE MONTGOMERY,22793.0,2267.0
Côte de Nacre,14167,141670101,home,Visites,0.02119204807726121,229,COLOMBELLES,15964.0,5442.0
Côte de Nacre,14167,141670101,work,Visites,0.020040813711943044,219,COLOMBELLES,15964.0,5442.0
Côte de Nacre,14167,141670102,home,Visites,0.011660253527226692,126,COLOMBELLES,15964.0,5442.0
Côte de Nacre,14167,141670103,home,Visites,0.011290086748584574,122,COLOMBELLES,15964.0,5442.0
Côte de Nacre,14167,141670104,home,Visites,0.1885999737181587,2038,COLOMBELLES,15964.0,5442.0
Côte de Nacre,14167,141670104,work,Visites,0.23746991590179087,2595,COLOMBELLES,15964.0,5442.0
Mondeville 2,14167,141670101,home,Visites,0.24137382017701428,2365,COLOMBELLES,15964.0,5442.0
Mondeville 2,14167,141670101,work,Visites,0.3439991153734029,3422,COLOMBELLES,15964.0,5442.0
Mondeville 2,14167,141670102,home,Visites,0.25627469871648323,2511,COLOMBELLES,15964.0,5442.0
Mondeville 2,14167,141670102,work,Visites,0.1565185922374016,1557,COLOMBELLES,15964.0,5442.0
Mondeville 2,14167,141670103,home,Visites,0.0765456089356282,750,COLOMBELLES,15964.0,5442.0
Mondeville 2,14167,141670103,work,Visites,0.01045467796576093,104,COLOMBELLES,15964.0,5442.0
Mondeville 2,14167,141670104,home,Visites,0.6897269669159672,6758,COLOMBELLES,15964.0,5442.0
Mondeville 2,14167,141670104,work,Visites,1.108899544618354,11031,COLOMBELLES,15964.0,5442.0
Les Rives de l'Orne,14167,141670104,home,Visites,0.08999753780321104,212,COLOMBELLES,15964.0,5442.0
Les Rives de l'Orne,14167,141670104,work,Visites,0.20464043810347313,497,COLOMBELLES,15964.0,5442.0
Val Saint Clair,14167,141670101,home,Visites,0.11473911194421683,920,COLOMBELLES,15964.0,5442.0
Val Saint Clair,14167,141670101,work,Visites,0.16292876803633805,1320,COLOMBELLES,15964.0,5442.0
Val Saint Clair,14167,141670102,home,Visites,0.1794669370518783,1439,COLOMBELLES,15964.0,5442.0
Val Saint Clair,14167,141670102,work,Visites,0.08701877383758964,705,COLOMBELLES,15964.0,5442.0
Val Saint Clair,14167,141670103,home,Visites,0.05649654098992416,453,COLOMBELLES,15964.0,5442.0
Val Saint Clair,14167,141670104,home,Visites,0.6189676223686393,4963,COLOMBELLES,15964.0,5442.0
Val Saint Clair,14167,141670104,work,Visites,1.0707629262994187,8675,COLOMBELLES,15964.0,5442.0
Côte de Nacre,14172,141720000,home,Visites,0.009716877939355576,105,COMMES,20305.0,391.0
Côte de Nacre,14173,141730000,home,Visites,0.009716877939355576,105,CONDE SUR IFS,18884.0,463.0
Mondeville 2,14173,141730000,home,Visites,0.025821385414285247,253,CONDE SUR IFS,18884.0,463.0
Mondeville 2,14173,141730000,work,Visites,0.02432723142032832,242,CONDE SUR IFS,18884.0,463.0
Côte de Nacre,14174,141740101,home,Visites,0.1354810409830149,1464,CONDE SUR NOIREAU,15774.0,5315.0
Côte de Nacre,14174,141740101,work,Visites,0.1519990482901251,1661,CONDE SUR NOIREAU,15774.0,5315.0
Côte de Nacre,14174,141740103,home,Visites,0.04904709817008053,530,CONDE SUR NOIREAU,15774.0,5315.0
Côte de Nacre,14174,141740103,work,Visites,0.0851048253520869,930,CONDE SUR NOIREAU,15774.0,5315.0
Mondeville 2,14174,141740101,home,Visites,0.1446201704823802,1417,CONDE SUR NOIREAU,15774.0,5315.0
Mondeville 2,14174,141740101,work,Visites,0.18667631713863506,1857,CONDE SUR NOIREAU,15774.0,5315.0
Mondeville 2,14174,141740103,home,Visites,0.11287925797707306,1106,CONDE SUR NOIREAU,15774.0,5315.0
Mondeville 2,14174,141740103,work,Visites,0.16968746544427354,1688,CONDE SUR NOIREAU,15774.0,5315.0
Les Rives de l'Orne,14174,141740103,work,Visites,0.041586889835917074,101,CONDE SUR NOIREAU,15774.0,5315.0
Val Saint Clair,14174,141740101,home,Visites,0.02781176300386995,223,CONDE SUR NOIREAU,15774.0,5315.0
Val Saint Clair,14174,141740101,work,Visites,0.06085142624387474,493,CONDE SUR NOIREAU,15774.0,5315.0
Val Saint Clair,14174,141740103,work,Visites,0.012589950257353395,102,CONDE SUR NOIREAU,15774.0,5315.0
Côte de Nacre,14176,141760000,home,Visites,0.013696170809758337,148,CONTEVILLE,,102.0
Mondeville 2,14176,141760000,home,Visites,0.1822806100787093,1786,CONTEVILLE,,102.0
Mondeville 2,14176,141760000,work,Visites,0.012465192959176493,124,CONTEVILLE,,102.0
Côte de Nacre,14177,141770000,home,Visites,0.025634049420966618,277,COQUAINVILLIERS,20959.0,853.0
Côte de Nacre,14177,141770000,work,Visites,0.009608609313945296,105,COQUAINVILLIERS,20959.0,853.0
Les Rives de l'Orne,14177,141770000,home,Visites,0.11928918925802973,281,COQUAINVILLIERS,20959.0,853.0
Côte de Nacre,14181,141810101,home,Visites,0.21118014721532788,2282,CORMELLES LE ROYAL,19913.0,4754.0
Côte de Nacre,14181,141810101,work,Visites,0.15437832297738774,1687,CORMELLES LE ROYAL,19913.0,4754.0
Côte de Nacre,14181,141810102,home,Visites,0.27466374975245095,2968,CORMELLES LE ROYAL,19913.0,4754.0
Côte de Nacre,14181,141810102,work,Visites,0.2874346843343064,3141,CORMELLES LE ROYAL,19913.0,4754.0
Côte de Nacre,14181,141810103,home,Visites,0.18388034729047173,1987,CORMELLES LE ROYAL,19913.0,4754.0
Côte de Nacre,14181,141810103,work,Visites,0.2570531767892603,2809,CORMELLES LE ROYAL,19913.0,4754.0
Mondeville 2,14181,141810101,home,Visites,0.9380409223031451,9191,CORMELLES LE ROYAL,19913.0,4754.0
Mondeville 2,14181,141810101,work,Visites,1.0134000824311147,10081,CORMELLES LE ROYAL,19913.0,4754.0
Mondeville 2,14181,141810102,home,Visites,1.17135193833894,11477,CORMELLES LE ROYAL,19913.0,4754.0
Mondeville 2,14181,141810102,work,Visites,1.419323059601717,14119,CORMELLES LE ROYAL,19913.0,4754.0
Mondeville 2,14181,141810103,home,Visites,0.547454195107613,5364,CORMELLES LE ROYAL,19913.0,4754.0
Mondeville 2,14181,141810103,work,Visites,1.0721071202388492,10665,CORMELLES LE ROYAL,19913.0,4754.0
Les Rives de l'Orne,14181,141810101,home,Visites,0.17744797547991611,418,CORMELLES LE ROYAL,19913.0,4754.0
Les Rives de l'Orne,14181,141810101,work,Visites,0.1054083544355918,256,CORMELLES LE ROYAL,19913.0,4754.0
Les Rives de l'Orne,14181,141810102,home,Visites,0.5450794270722782,1284,CORMELLES LE ROYAL,19913.0,4754.0
Les Rives de l'Orne,14181,141810102,work,Visites,0.5134539764889959,1247,CORMELLES LE ROYAL,19913.0,4754.0
Les Rives de l'Orne,14181,141810103,home,Visites,0.094667221368472,223,CORMELLES LE ROYAL,19913.0,4754.0
Les Rives de l'Orne,14181,141810103,work,Visites,0.36604698083297305,889,CORMELLES LE ROYAL,19913.0,4754.0
Val Saint Clair,14181,141810101,home,Visites,0.33823094738338705,2712,CORMELLES LE ROYAL,19913.0,4754.0
Val Saint Clair,14181,141810101,work,Visites,0.20983250428922326,1700,CORMELLES LE ROYAL,19913.0,4754.0
Val Saint Clair,14181,141810102,home,Visites,0.28323100350577873,2271,CORMELLES LE ROYAL,19913.0,4754.0
Val Saint Clair,14181,141810102,work,Visites,0.35325919251515114,2862,CORMELLES LE ROYAL,19913.0,4754.0
Val Saint Clair,14181,141810103,home,Visites,0.2274827610720125,1824,CORMELLES LE ROYAL,19913.0,4754.0
Val Saint Clair,14181,141810103,work,Visites,0.3149956182035869,2552,CORMELLES LE ROYAL,19913.0,4754.0
